"ACTIVITY";"AGE";"DERA_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"NUMBER_EMPL";"PCS_ESE";"QUANTILE";"SEX";"UNIT_MEASURE";"WKTIME";"TIME_PERIOD";"OBS_VALUE"
"C_OTH";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"FT";"_T";2023;9188.43
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"5";"_T";"_T";"FT";"_T";2023;129761.64
"I";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"M";"FT";"FT";2023;99580.18
"G";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"M";"FT";"_T";2023;77943.41
"I";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"5";"_T";"_T";"FT";"FT";2023;17124.74
"I";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"M";"FT";"FT";2023;8406.23
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"5";"_T";"M";"FT";"PT";2023;2275.5
"C26T28";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"F";"FT";"_T";2023;4247.77
"R_S";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"M";"FT";"_T";2023;11947.21
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"M";"FT";"FT";2023;36195.42
"G";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"_T";"FT";"FT";2023;28116.18
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"FT";"FT";2023;150726.32
"R_S";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"FT";"_T";2023;12379.03
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"4";"_T";"F";"FT";"_T";2023;10656.08
"OTQ";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"FT";"_T";2023;10745.2
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"4";"_T";"_T";"FT";"FT";2023;75516.84
"H";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"FT";"_T";2023;16455.83
"J";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"FT";"_T";2023;3508.51
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"PT";2023;6613.79
"K";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"3";"_T";"_T";"FT";"PT";2023;1977.87
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"233B";"_T";"_T";"FT";"_T";2023;5580.23
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"3";"_T";"M";"FT";"_T";2023;15598.76
"J";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"3";"_T";"_T";"FT";"_T";2023;12676.34
"G";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"PT";2023;17358.66
"L";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"_T";2023;19368.27
"G";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"3";"_T";"M";"FT";"_T";2023;4732.05
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"3";"_T";"F";"FT";"_T";2023;7213.6
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"434C";"_T";"_T";"XDC";"_T";2023;1940.13
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"477B";"_T";"_T";"XDC";"_T";2023;3367.65
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"M";"XDC";"_T";2023;2616.51
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"486E";"_T";"_T";"FT";"_T";2023;3972.94
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"463E";"_T";"_T";"XDC";"_T";2023;2985.54
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"463D";"_T";"_T";"FT";"_T";2023;7955.09
"M_N";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"F";"XDC";"FT";2023;2308.85
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"M";"FT";"_T";2023;80002.76
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"488B";"_T";"M";"FT";"_T";2023;9017.49
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"478D";"_T";"_T";"FT";"_T";2023;36029.66
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"386D";"_T";"_T";"FT";"_T";2023;7476.86
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"389C";"_T";"_T";"FT";"_T";2023;1429
"M_N";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"M";"XDC";"_T";2023;2978.89
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"377A";"_T";"F";"XDC";"_T";2023;3410.96
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"373A";"_T";"_T";"XDC";"_T";2023;5351.56
"J";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"M";"XDC";"FT";2023;4572.59
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"385B";"_T";"_T";"XDC";"_T";2023;4818.52
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"376D";"_T";"F";"FT";"_T";2023;13269.64
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"312A";"_T";"M";"XDC";"_T";2023;10981.77
"K";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"F";"XDC";"_T";2023;4483.66
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"4";"_T";"M";"FT";"FT";2023;11569.08
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"4";"_T";"_T";"FT";"FT";2023;34890.58
"F";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"M";"FT";"_T";2023;7479.9
"C_OTH";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"FT";"PT";2023;11092.89
"K";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"FT";"_T";2023;9070.43
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"4";"_T";"M";"FT";"_T";2023;1970.99
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"FT";"_T";2023;113977.43
"K";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"4";"_T";"M";"FT";"_T";2023;11216.89
"J";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"4";"_T";"F";"FT";"_T";2023;7266.23
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"FT";"FT";2023;134968.62
"H";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"_T";"FT";"_T";2023;4940.13
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"5";"_T";"_T";"FT";"PT";2023;24985.1
"M_N";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"M";"FT";"_T";2023;1450.45
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"F";"FT";"_T";2023;133611.95
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"M";"FT";"PT";2023;1266.95
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"5";"_T";"M";"FT";"FT";2023;25392.79
"H";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"5";"_T";"M";"FT";"_T";2023;2487.64
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"F";"FT";"_T";2023;66683.88
"R_S";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"_T";"FT";"_T";2023;7920.15
"G";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"M";"FT";"FT";2023;74444.08
"M_N";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"3";"_T";"M";"XDC";"_T";2023;5669.25
"C_OTH";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"XDC";"_T";2023;3043.55
"G";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"M";"XDC";"_T";2023;4887.5
"G";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"3";"_T";"_T";"XDC";"_T";2023;3188.33
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"3";"_T";"F";"XDC";"FT";2023;4688.28
"OTQ";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"XDC";"_T";2023;3657.68
"C29_30";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"3";"_T";"_T";"XDC";"_T";2023;6356.4
"M_N";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"3";"_T";"_T";"FT";"FT";2023;17406.53
"C29_30";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"M";"XDC";"_T";2023;2977.41
"J";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"XDC";"_T";2023;5656.47
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"PT";2023;44128.37
"L";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"FT";"_T";2023;10519.32
"K";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"3";"_T";"_T";"FT";"FT";2023;31604.68
"M_N";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"PT";2023;8499.44
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"233D";"_T";"_T";"FT";"_T";2023;14713.75
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"_T";2023;399506.71
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"3";"_T";"M";"FT";"_T";2023;8205.86
"H";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"_T";2023;42588.58
"C_OTH";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"3";"_T";"_T";"FT";"_T";2023;8891.07
"OTQ";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"3";"_T";"_T";"FT";"_T";2023;2950.2
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"F";"FT";"FT";2023;63476.45
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"FT";"_T";2023;11285.55
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"FT";"PT";2023;11552.91
"I";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"FT";"_T";2023;2630.67
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"4";"_T";"_T";"FT";"_T";2023;12736.1
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"4";"_T";"F";"FT";"_T";2023;4445.06
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"M";"FT";"FT";2023;39877.62
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"FT";"_T";2023;13598.03
"C_OTH";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"M";"FT";"_T";2023;11554.56
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_GE5000";"4";"_T";"_T";"FT";"_T";2023;19085.73
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"4";"_T";"F";"FT";"FT";2023;29397.21
"F";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"_T";2023;2616.67
"C_OTH";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"M";"XDC";"_T";2023;2876.4
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"4";"_T";"_T";"XDC";"_T";2023;4009.68
"OTQ";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"M";"XDC";"_T";2023;2440.23
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"4";"_T";"F";"FT";"PT";2023;4014.04
"M_N";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"_T";2023;2143.09
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"XDC";"FT";2023;2583.15
"I";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"_T";2023;2352.6
"M_N";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"XDC";"_T";2023;3004.53
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"372E";"_T";"_T";"XDC";"_T";2023;5394.17
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"311E";"_T";"_T";"XDC";"_T";2023;3679.14
"K";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"XDC";"_T";2023;4514.88
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"385B";"_T";"F";"FT";"_T";2023;7454.89
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"344B";"_T";"_T";"XDC";"_T";2023;7060.4
"J";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"M";"XDC";"FT";2023;4011.45
"J";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"F";"XDC";"_T";2023;4340.39
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"373D";"_T";"_T";"FT";"_T";2023;17015.66
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"311C";"_T";"_T";"XDC";"_T";2023;7536.48
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"372A";"_T";"_T";"XDC";"_T";2023;3453.36
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"464A";"_T";"F";"XDC";"_T";2023;2278.89
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"434B";"_T";"_T";"FT";"_T";2023;5351.22
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"466A";"_T";"_T";"FT";"_T";2023;7150.37
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"467A";"_T";"_T";"XDC";"_T";2023;2365.83
"R_S";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"XDC";"FT";2023;1790.6
"M_N";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"XDC";"_T";2023;2518.5
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"477C";"_T";"F";"FT";"_T";2023;2445.43
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"463A";"_T";"M";"XDC";"_T";2023;2866.94
"I";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"XDC";"FT";2023;2324.2
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"M";"XDC";"FT";2023;2566.65
"G";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"F";"FT";"_T";2023;65901.82
"G";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"4";"_T";"F";"FT";"_T";2023;1717.22
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"M";"FT";"PT";2023;1481.71
"I";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"F";"FT";"FT";2023;13411.56
"C_OTH";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"M";"FT";"_T";2023;4984.48
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"FT";"FT";2023;21572.26
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"4";"_T";"M";"FT";"_T";2023;5150.12
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"4";"_T";"_T";"FT";"_T";2023;11175.47
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"4";"_T";"_T";"FT";"FT";2023;46873.23
"C_OTH";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"4";"_T";"F";"FT";"_T";2023;2540.17
"G";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"FT";2023;19502.69
"R_S";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"3";"_T";"M";"FT";"_T";2023;885.51
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"220X";"_T";"F";"FT";"_T";2023;24554.74
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"3";"_T";"_T";"FT";"_T";2023;8551.24
"C29_30";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"3";"_T";"M";"FT";"_T";2023;23466.22
"R_S";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"FT";2023;3441.34
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"3";"_T";"F";"FT";"_T";2023;13791.8
"L";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"FT";"_T";2023;2499.71
"C29_30";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"_T";2023;7778.66
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"3";"_T";"_T";"FT";"PT";2023;4857.95
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"FT";"FT";2023;7469.88
"G";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"XDC";"PT";2023;3820.25
"J";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"3";"_T";"_T";"XDC";"_T";2023;3903.82
"B_D_E";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"XDC";"PT";2023;4948.8
"K";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"XDC";"_T";2023;5651.51
"H";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"3";"_T";"_T";"XDC";"_T";2023;5584.85
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E1000T1999";"3";"_T";"F";"FT";"FT";2023;20631.39
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"3";"_T";"M";"XDC";"PT";2023;4099.12
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"3";"_T";"M";"XDC";"_T";2023;6646.32
"L";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"F";"XDC";"_T";2023;3741.03
"M_N";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"FT";2023;31622.72
"K";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"F";"FT";"_T";2023;15065.55
"H";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"_T";"FT";"_T";2023;8421.9
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"_T";"FT";"PT";2023;9248.6
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"_T";"FT";"_T";2023;27714.26
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"_T";"FT";"FT";2023;97951.35
"G";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"_T";"FT";"FT";2023;38193.5
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"_T";"FT";"_T";2023;18590.42
"I";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"F";"FT";"_T";2023;34141.25
"H";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"FT";2023;36963.73
"C_OTH";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"3";"_T";"F";"XDC";"_T";2023;3878.04
"M_N";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"3";"_T";"M";"XDC";"_T";2023;7425.38
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"312A";"_T";"M";"FT";"_T";2023;1292.17
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"M";"XDC";"FT";2023;6338.33
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"3";"_T";"F";"XDC";"FT";2023;4352.33
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"3";"_T";"M";"XDC";"PT";2023;4488.84
"OTQ";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"F";"XDC";"PT";2023;3976.89
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"374D";"_T";"_T";"FT";"_T";2023;195542.1
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"344B";"_T";"_T";"XDC";"_T";2023;7163.22
"F";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"XDC";"FT";2023;3121.38
"J";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"FT";"PT";2023;1710.63
"OTQ";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"4";"_T";"_T";"FT";"_T";2023;1314.67
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"F";"FT";"_T";2023;8958.4
"C10T12";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"4";"_T";"M";"FT";"_T";2023;6202.91
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"FT";"PT";2023;3821.45
