"ACTIVITY";"AGE";"DERA_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"NUMBER_EMPL";"PCS_ESE";"QUANTILE";"SEX";"UNIT_MEASURE";"WKTIME";"TIME_PERIOD";"OBS_VALUE"
"C_OTH";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"6";"_T";"_T";"FT";"_T";2023;18940.65
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"6";"_T";"F";"FT";"FT";2023;19445.62
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"6";"_T";"_T";"FT";"FT";2023;104667.06
"F";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"_T";"FT";"FT";2023;43447.38
"H";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"FT";"_T";2023;9337.33
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"FT";"PT";2023;45076.33
"H";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"_T";"FT";"FT";2023;47678.98
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"_T";"XDC";"_T";2023;2042.8
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"6";"_T";"F";"FT";"_T";2023;4827.45
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"_T";"FT";"FT";2023;197826.96
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"634A";"_T";"_T";"FT";"_T";2023;34340.23
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"675C";"_T";"_T";"XDC";"_T";2023;1670.12
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"634D";"_T";"_T";"FT";"_T";2023;5222.36
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"642A";"_T";"M";"FT";"_T";2023;10682.83
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;2098410.68
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"673C";"_T";"_T";"XDC";"_T";2023;2266.21
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"632J";"_T";"_T";"XDC";"_T";2023;2122.74
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"_T";2023;522507.14
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"643A";"_T";"_T";"XDC";"_T";2023;1905.08
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"PT";2023;106909.79
"H";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"F";"XDC";"_T";2023;2544.04
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"FT";2023;2796.17
"F";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"F";"FT";"FT";2023;17317.96
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"_T";"_T";"F";"FT";"FT";2023;29388.52
"G";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"M";"FT";"FT";2023;53514.24
"K";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"F";"FT";"FT";2023;37050.83
"I";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"M";"FT";"FT";2023;5963.59
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"_T";"_T";"F";"FT";"PT";2023;13991.79
"H";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"M";"FT";"FT";2023;9044.47
"OTQ";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"M";"FT";"FT";2023;3728.71
"F";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"FT";"_T";2023;20639.04
"I";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"_T";"FT";"_T";2023;89655.54
"F";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"_T";2023;52520.77
"H";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"M";"FT";"_T";2023;14479
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"F";"FT";"_T";2023;60334.49
"B_D_E";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"FT";2023;68371.27
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"_T";"FT";"FT";2023;461724.76
"C10T12";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"_T";"FT";"FT";2023;52900.72
"F";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"FT";2023;333921.43
"C_OTH";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"M";"FT";"_T";2023;9921.2
"K";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"XDC";"PT";2023;3592.76
"R_S";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"PT";2023;1864.48
"F";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"_T";"XDC";"_T";2023;2494.52
"C_OTH";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"XDC";"FT";2023;2194.48
"M_N";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"F";"XDC";"_T";2023;2686.61
"K";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"F";"XDC";"FT";2023;2518.48
"G";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"FT";2023;3294.59
"G";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"F";"XDC";"PT";2023;1740.61
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"F";"XDC";"FT";2023;2556.88
"M_N";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"XDC";"_T";2023;3392.13
"F";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"FT";"_T";2023;9227.3
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"6";"_T";"M";"FT";"_T";2023;42734.56
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"546D";"_T";"F";"XDC";"_T";2023;3024.44
"C_OTH";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"M";"FT";"_T";2023;107121.35
"M_N";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"_T";"XDC";"PT";2023;1873.79
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"6";"_T";"_T";"FT";"_T";2023;177883.34
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"561B";"_T";"_T";"FT";"_T";2023;15946.33
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"_T";"FT";"PT";2023;3249.26
"H";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"M";"FT";"_T";2023;170662.41
"C26T28";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"6";"_T";"_T";"FT";"_T";2023;15134.41
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"FT";"FT";2023;162160.59
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"6";"_T";"_T";"FT";"FT";2023;120217.15
"C26T28";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"6";"_T";"_T";"FT";"_T";2023;9162.6
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"6";"_T";"_T";"XDC";"_T";2023;1938.63
"B_D_E";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"FT";"_T";2023;5232.86
"C_OTH";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"M";"XDC";"_T";2023;2187.46
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"M";"XDC";"FT";2023;2106.97
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"6";"_T";"M";"XDC";"_T";2023;2251.16
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"F";"XDC";"PT";2023;1619.31
"G";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"6";"_T";"M";"XDC";"_T";2023;2018.32
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"621G";"_T";"_T";"XDC";"_T";2023;2447.13
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"624G";"_T";"M";"XDC";"_T";2023;2419.21
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"F";"XDC";"PT";2023;1579
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"626C";"_T";"M";"FT";"_T";2023;9594.6
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"6";"_T";"F";"XDC";"FT";2023;1832.32
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"622D";"_T";"_T";"FT";"_T";2023;3465.65
"M_N";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"6";"_T";"F";"XDC";"_T";2023;1804.49
"M_N";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"M";"XDC";"_T";2023;1924.1
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"625B";"_T";"_T";"FT";"_T";2023;22404.73
"G";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"XDC";"_T";2023;1727.6
"I";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"F";"FT";"PT";2023;3937.84
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"FT";"PT";2023;2663.06
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"F";"FT";"FT";2023;38582.47
"R_S";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"FT";"_T";2023;3257.76
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"M";"FT";"PT";2023;18610.4
"J";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"FT";"_T";2023;3579.69
"B_D_E";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"FT";"_T";2023;1232.42
"G";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"PT";2023;9217.24
"F";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"_T";"FT";"FT";2023;61363
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"M";"FT";"PT";2023;12700.85
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"FT";"_T";2023;706081.58
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"637B";"_T";"_T";"FT";"_T";2023;1602.08
"G";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;425450.52
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_GE5000";"_T";"_T";"M";"FT";"_T";2023;8799.51
"L";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"FT";"PT";2023;16878.51
"B_D_E";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"PT";2023;6432.42
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"673C";"_T";"_T";"XDC";"_T";2023;2174.15
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"PT";2023;39731.12
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"655A";"_T";"M";"FT";"_T";2023;24489.3
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"671C";"_T";"_T";"XDC";"_T";2023;1939.8
"K";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"_T";"XDC";"PT";2023;2505.73
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"XDC";"FT";2023;3232.54
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"F";"XDC";"_T";2023;2593.11
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"_T";"_T";"_T";"XDC";"PT";2023;2693.57
"F";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"XDC";"_T";2023;2305.3
"F";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"PT";2023;2308.85
"K";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"XDC";"_T";2023;4622.78
"C10T12";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"_T";"_T";"_T";"XDC";"_T";2023;3015.47
"I";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"PT";2023;1685.62
"L";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"XDC";"_T";2023;2201.56
"K";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"FT";"_T";2023;12673.24
"OTQ";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"_T";"_T";"F";"FT";"_T";2023;14156.65
"F";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;68296
"C_OTH";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"_T";"_T";"_T";"FT";"FT";2023;159883.35
"B_D_E";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"M";"FT";"_T";2023;6839.43
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;109706.28
"C_OTH";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"M";"FT";"_T";2023;40059.64
"C10T12";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"PT";2023;6459.43
"J";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"FT";2023;118958.28
"K";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"_T";"_T";"F";"FT";"_T";2023;13345
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"561C";"_T";"_T";"XDC";"_T";2023;1738.28
"I";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"F";"FT";"_T";2023;7506.83
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"561C";"_T";"F";"FT";"_T";2023;86303.11
"L";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"FT";"_T";2023;2494.17
"I";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"5";"_T";"M";"XDC";"FT";2023;1862.79
"H";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"M";"FT";"_T";2023;667633.17
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"554J";"_T";"_T";"FT";"_T";2023;903.92
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"542B";"_T";"_T";"XDC";"_T";2023;2153.24
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"6";"_T";"M";"FT";"PT";2023;18584.07
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"M";"FT";"FT";2023;697427.19
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"6";"_T";"_T";"FT";"_T";2023;2426.79
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"FT";"_T";2023;1984.15
"C_OTH";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"FT";"_T";2023;30575.44
"K";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"F";"XDC";"_T";2023;1877.21
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"F";"FT";"PT";2023;5634.42
"C29_30";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"M";"XDC";"_T";2023;2831.39
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"6";"_T";"_T";"FT";"_T";2023;15581.1
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"6";"_T";"M";"FT";"PT";2023;3494.92
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"FT";"_T";2023;25777.37
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"6";"_T";"F";"FT";"FT";2023;3215.89
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"F";"XDC";"PT";2023;1578.19
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"622E";"_T";"M";"XDC";"_T";2023;2021.97
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"625D";"_T";"F";"XDC";"_T";2023;1887.31
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"621C";"_T";"_T";"FT";"_T";2023;9696.54
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"F";"XDC";"FT";2023;1921.58
"M_N";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"XDC";"_T";2023;1700.99
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"XDC";"PT";2023;1571.87
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"6";"_T";"M";"XDC";"PT";2023;1736.41
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"628E";"_T";"_T";"XDC";"_T";2023;2129.47
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"6";"_T";"F";"XDC";"PT";2023;1727.23
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"M";"FT";"PT";2023;10187.52
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"FT";2023;93415.08
"H";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"M";"FT";"FT";2023;185724.37
"R_S";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"FT";2023;13474.94
"J";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"_T";"_T";"F";"FT";"FT";2023;27205.45
"J";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"F";"FT";"_T";2023;1260.03
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"M";"FT";"PT";2023;14091.42
"J";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"FT";"PT";2023;1512.23
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"M";"FT";"PT";2023;3544.54
"J";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"_T";"_T";"F";"FT";"_T";2023;5032.48
"H";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"M";"FT";"_T";2023;152639.38
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"634A";"_T";"F";"XDC";"_T";2023;1948.8
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"F";"FT";"_T";2023;179868.9
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"673C";"_T";"F";"XDC";"_T";2023;2032.65
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"654B";"_T";"_T";"XDC";"_T";2023;3723.55
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"M";"FT";"_T";2023;156452.15
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"M";"FT";"_T";2023;1166591.43
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"682A";"_T";"_T";"FT";"_T";2023;9459.53
"L";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"FT";"_T";2023;19806.07
"J";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"FT";"_T";2023;42532.02
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"XDC";"PT";2023;2368.5
"G";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"XDC";"PT";2023;1890.19
"M_N";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"XDC";"_T";2023;3534.66
"G";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"_T";"XDC";"PT";2023;1903.31
"C29_30";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"_T";"_T";"F";"XDC";"_T";2023;3170.25
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"XDC";"_T";2023;2498.18
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"_T";"_T";"_T";"XDC";"FT";2023;1920.85
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"M";"XDC";"_T";2023;2535.09
"C10T12";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"F";"XDC";"_T";2023;2469.78
